product_id,brand_id,category,product_lifecycle,main_material,weight_grams
FR_PRD_00280,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),420
FR_PRD_00281,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,156
FR_PRD_00282,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),125
FR_PRD_00283,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,150
FR_PRD_00284,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,353
FR_PRD_00285,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,378
FR_PRD_00286,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),353
FR_PRD_00287,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,347
FR_PRD_00288,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,209
FR_PRD_00289,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,250
FR_PRD_00290,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,241
FR_PRD_00291,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),425
FR_PRD_00292,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),208
FR_PRD_00293,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),391
FR_PRD_00294,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,435
FR_PRD_00295,FR05,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,327
FR_PRD_00296,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,158
FR_PRD_00297,FR01,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),147
FR_PRD_00298,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,171
FR_PRD_00299,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,459
FR_PRD_00300,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,331
FR_PRD_00301,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,263
FR_PRD_00302,FR05,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,467
FR_PRD_00303,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),153
FR_PRD_00304,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),317
FR_PRD_00305,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,384
FR_PRD_00306,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,306
FR_PRD_00307,FR03,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),340
FR_PRD_00308,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),263
FR_PRD_00309,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,291
FR_PRD_00310,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,256
FR_PRD_00311,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),357
FR_PRD_00312,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),229
FR_PRD_00313,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,382
FR_PRD_00314,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,351
FR_PRD_00315,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,180
FR_PRD_00316,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,256
FR_PRD_00317,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,282
FR_PRD_00318,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,299
FR_PRD_00319,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,315
FR_PRD_00320,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),449
FR_PRD_00321,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,175
FR_PRD_00322,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,394
FR_PRD_00323,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,293
FR_PRD_00324,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,383
FR_PRD_00325,FR06,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,333
FR_PRD_00326,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),223
FR_PRD_00327,FR06,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),198
FR_PRD_00328,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,323
FR_PRD_00329,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,271
FR_PRD_00330,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,228
FR_PRD_00331,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,208
FR_PRD_00332,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),406
FR_PRD_00333,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),293
FR_PRD_00334,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),355
FR_PRD_00335,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,222
FR_PRD_00336,FR04,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,251
FR_PRD_00337,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,255
FR_PRD_00338,FR01,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),180
FR_PRD_00339,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,224
FR_PRD_00340,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),386
FR_PRD_00341,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),369
FR_PRD_00342,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,265
FR_PRD_00343,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,464
FR_PRD_00344,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),393
FR_PRD_00345,FR05,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,261
FR_PRD_00346,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),200
FR_PRD_00347,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,312
FR_PRD_00348,FR05,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,395
FR_PRD_00349,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,337
FR_PRD_00350,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,263
FR_PRD_00351,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,282
FR_PRD_00352,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,490
FR_PRD_00353,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),332
FR_PRD_00354,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,286
FR_PRD_00355,FR05,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,473
FR_PRD_00356,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,335
FR_PRD_00357,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,368
FR_PRD_00358,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,399
FR_PRD_00359,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),390
FR_PRD_00360,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,384
FR_PRD_00361,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,248
FR_PRD_00362,FR01,Knitwear,Core_Long_Term,Lana Merino Extra Fine,464
FR_PRD_00363,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,318
FR_PRD_00364,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,349
FR_PRD_00365,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),225
FR_PRD_00366,FR02,Knitwear,Core_Long_Term,Cashmere 3D Knit,356
FR_PRD_00367,FR05,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,203
FR_PRD_00368,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,297
FR_PRD_00369,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,322
FR_PRD_00370,FR03,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),362
FR_PRD_00371,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),194
FR_PRD_00372,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,232
FR_PRD_00373,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,208
FR_PRD_00374,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,292
FR_PRD_00375,FR06,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),109
FR_PRD_00376,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,299
FR_PRD_00377,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,380
FR_PRD_00378,FR06,Knitwear,Seasonal_Standard,Cashmere 3D Knit,365
FR_PRD_00379,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,328
FR_PRD_00380,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),318
FR_PRD_00381,FR06,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),201
FR_PRD_00382,FR03,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),288
FR_PRD_00383,FR04,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),241
FR_PRD_00384,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,316
FR_PRD_00385,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,202
FR_PRD_00386,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),240
FR_PRD_00387,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,331
FR_PRD_00388,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),299
FR_PRD_00389,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,293
FR_PRD_00390,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),249
FR_PRD_00391,FR01,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),228
FR_PRD_00392,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,363
FR_PRD_00393,FR06,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),203
FR_PRD_00394,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,180
FR_PRD_00395,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,334
FR_PRD_00396,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),209
FR_PRD_00397,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,303
FR_PRD_00398,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,278
FR_PRD_00399,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,164
FR_PRD_00400,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,374
FR_PRD_00401,FR02,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),104
FR_PRD_00402,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,182
FR_PRD_00403,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,262
FR_PRD_00404,FR04,Knitwear,Seasonal_Standard,Cashmere 3D Knit,255
FR_PRD_00405,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),437
FR_PRD_00406,FR01,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),165
FR_PRD_00407,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,187
FR_PRD_00408,FR02,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),222
FR_PRD_00409,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,343
FR_PRD_00410,FR05,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),119
FR_PRD_00411,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,153
FR_PRD_00412,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,397
FR_PRD_00413,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),337
FR_PRD_00414,FR03,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),143
FR_PRD_00415,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,199
FR_PRD_00416,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,278
FR_PRD_00417,FR03,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,388
FR_PRD_00418,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,281
FR_PRD_00419,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),359
FR_PRD_00420,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,310
FR_PRD_00421,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,351
FR_PRD_00422,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),271
FR_PRD_00423,FR05,Knitwear,Seasonal_Standard,Cashmere 3D Knit,499
FR_PRD_00424,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,312
FR_PRD_00425,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),415
FR_PRD_00426,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,154
FR_PRD_00427,FR06,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,485
FR_PRD_00428,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,330
FR_PRD_00429,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),320
FR_PRD_00430,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,155
FR_PRD_00431,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,223
FR_PRD_00432,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),442
FR_PRD_00433,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),210
FR_PRD_00434,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),362
FR_PRD_00435,FR02,Knitwear,Core_Long_Term,Cashmere 3D Knit,431
FR_PRD_00436,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),414
FR_PRD_00437,FR05,Knitwear,Seasonal_Standard,Cashmere 3D Knit,452
FR_PRD_00438,FR05,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,349
FR_PRD_00439,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,221
FR_PRD_00440,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,362
FR_PRD_00441,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,358
FR_PRD_00442,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,384
FR_PRD_00443,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,206
FR_PRD_00444,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,390
FR_PRD_00445,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,182
FR_PRD_00446,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,161
FR_PRD_00447,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,309
FR_PRD_00448,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),250
FR_PRD_00449,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,235
FR_PRD_00450,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),133
FR_PRD_00451,FR06,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,305
FR_PRD_00452,FR06,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),204
FR_PRD_00453,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,163
FR_PRD_00454,FR02,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),111
FR_PRD_00455,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),129
FR_PRD_00456,FR01,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),206
FR_PRD_00457,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,184
FR_PRD_00458,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),439
FR_PRD_00459,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),270
FR_PRD_00460,FR06,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,273
FR_PRD_00461,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,251
FR_PRD_00462,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,457
FR_PRD_00463,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,247
FR_PRD_00464,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,160
FR_PRD_00465,FR01,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),219
FR_PRD_00466,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),385
FR_PRD_00467,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,160
FR_PRD_00468,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),359
FR_PRD_00469,FR01,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),138
FR_PRD_00470,FR04,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),170
FR_PRD_00471,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,175
FR_PRD_00472,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,230
FR_PRD_00473,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,245
FR_PRD_00474,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),155
FR_PRD_00475,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,266
FR_PRD_00476,FR01,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),218
FR_PRD_00477,FR06,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,485
FR_PRD_00478,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,297
FR_PRD_00479,FR06,Knitwear,Seasonal_Standard,Cashmere 3D Knit,416
FR_PRD_00480,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,320
FR_PRD_00481,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,319
FR_PRD_00482,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),218
FR_PRD_00483,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,199
FR_PRD_00484,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,392
FR_PRD_00485,FR05,Knitwear,Seasonal_Standard,Cashmere 3D Knit,288
FR_PRD_00486,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),314
FR_PRD_00487,FR06,Smart Casual Pants,Seasonal_Standard,Cotone Supima,230
FR_PRD_00488,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),416
FR_PRD_00489,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),333
FR_PRD_00490,FR05,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),205
FR_PRD_00491,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),344
FR_PRD_00492,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),203
FR_PRD_00493,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,278
FR_PRD_00494,FR06,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),249
FR_PRD_00495,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),163
FR_PRD_00496,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),373
FR_PRD_00497,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,332
FR_PRD_00498,FR04,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),231
FR_PRD_00499,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,277
FR_PRD_00500,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),450
FR_PRD_00501,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,252
FR_PRD_00502,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),279
FR_PRD_00503,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),142
FR_PRD_00504,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),401
FR_PRD_00505,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,160
FR_PRD_00506,FR04,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),176
FR_PRD_00507,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),155
FR_PRD_00508,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),167
FR_PRD_00509,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,394
FR_PRD_00510,FR05,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,430
FR_PRD_00511,FR04,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),346
FR_PRD_00512,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),140
FR_PRD_00513,FR03,Smart Casual Pants,Seasonal_Standard,Cotone Supima,220
FR_PRD_00514,FR04,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,363
FR_PRD_00515,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,152
FR_PRD_00516,FR02,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),249
FR_PRD_00517,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),362
FR_PRD_00518,FR05,Knitwear,Seasonal_Standard,Cashmere 3D Knit,386
FR_PRD_00519,FR04,Smart Casual Pants,Seasonal_Standard,Cotone Supima,306
FR_PRD_00520,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,304
FR_PRD_00521,FR02,Innerwear & Loungewear,Core_Long_Term,AIRism (Cupro/Poliestere),127
FR_PRD_00522,FR01,Knitwear,Core_Long_Term,Lana Merino Extra Fine,271
FR_PRD_00523,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,181
FR_PRD_00524,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),417
FR_PRD_00525,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,232
FR_PRD_00526,FR05,Knitwear,Seasonal_Standard,Lana Merino Extra Fine,293
FR_PRD_00527,FR01,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),377
FR_PRD_00528,FR03,Knitwear,Seasonal_Standard,Cashmere 3D Knit,253
FR_PRD_00529,FR04,Knitwear,Seasonal_Standard,Cashmere 3D Knit,268
FR_PRD_00530,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,280
FR_PRD_00531,FR01,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,377
FR_PRD_00532,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),357
FR_PRD_00533,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,236
FR_PRD_00534,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,342
FR_PRD_00535,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),113
FR_PRD_00536,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),221
FR_PRD_00537,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),339
FR_PRD_00538,FR03,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,397
FR_PRD_00539,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),208
FR_PRD_00540,FR01,Smart Casual Pants,Core_Long_Term,Cotone Supima,209
FR_PRD_00541,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),176
FR_PRD_00542,FR03,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),168
FR_PRD_00543,FR02,Fleece & Outerwear,Core_Long_Term,Ultra Light Down (Nylon/Piuma),294
FR_PRD_00544,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),242
FR_PRD_00545,FR06,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),437
FR_PRD_00546,FR05,Knitwear,Seasonal_Standard,Cashmere 3D Knit,296
FR_PRD_00547,FR05,Innerwear & Loungewear,Seasonal_Standard,HEATTECH (Misto Acrilico/Rayon),151
FR_PRD_00548,FR05,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,394
FR_PRD_00549,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,385
FR_PRD_00550,FR02,Knitwear,Core_Long_Term,Lana Merino Extra Fine,281
FR_PRD_00551,FR02,Innerwear & Loungewear,Core_Long_Term,HEATTECH (Misto Acrilico/Rayon),172
FR_PRD_00552,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,281
FR_PRD_00553,FR02,T-Shirts & Sweatshirts,Core_Long_Term,Cotone Supima,276
FR_PRD_00554,FR02,Smart Casual Pants,Core_Long_Term,Cotone Supima,216
FR_PRD_00555,FR05,Fleece & Outerwear,Seasonal_Standard,Ultra Light Down (Nylon/Piuma),337
FR_PRD_00556,FR05,Innerwear & Loungewear,Seasonal_Standard,AIRism (Cupro/Poliestere),224
FR_PRD_00557,FR02,Knitwear,Core_Long_Term,Cashmere 3D Knit,372
FR_PRD_00558,FR01,Knitwear,Core_Long_Term,Cashmere 3D Knit,294
FR_PRD_00559,FR06,T-Shirts & Sweatshirts,Seasonal_Standard,Cotone Supima,256
FR_PRD_00560,FR05,Smart Casual Pants,Seasonal_Standard,Cotone Supima,329
