product_id,brand_id,brand_tier,category,main_material,weight_grams
SPC_PRD_0336,SPC03,Heritage / Premium,Knitwear,Lana Merino,829
SPC_PRD_0337,SPC04,Outdoor,Outerwear,Lana Merino,1232
SPC_PRD_0338,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,492
SPC_PRD_0339,SPC06,Denim,Casual Shirts,Denim Misto Elastan,814
SPC_PRD_0340,SPC04,Outdoor,Fleece,Lana Merino,1040
SPC_PRD_0341,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,550
SPC_PRD_0342,SPC04,Outdoor,Fleece,Nylon Riciclato,1319
SPC_PRD_0343,SPC04,Outdoor,Outerwear,Nylon Riciclato,1021
SPC_PRD_0344,SPC05,Activewear,Sports Bras,Poliestere High-Performance,253
SPC_PRD_0345,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,301
SPC_PRD_0346,SPC04,Outdoor,Hiking Pants,Lana Merino,1435
SPC_PRD_0347,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,1083
SPC_PRD_0348,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,599
SPC_PRD_0349,SPC04,Outdoor,Fleece,Lana Merino,584
SPC_PRD_0350,SPC02,Teen Value Retail,Hoodies,Cotone Supima,381
SPC_PRD_0351,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,451
SPC_PRD_0352,SPC04,Outdoor,Fleece,Nylon Riciclato,1264
SPC_PRD_0353,SPC05,Activewear,Sports Bras,Poliestere High-Performance,245
SPC_PRD_0354,SPC05,Activewear,Sneakers,Poliestere High-Performance,216
SPC_PRD_0355,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,373
SPC_PRD_0356,SPC03,Heritage / Premium,Knitwear,Lana Merino,327
SPC_PRD_0357,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,222
SPC_PRD_0358,SPC04,Outdoor,Hiking Pants,Lana Merino,617
SPC_PRD_0359,SPC04,Outdoor,Outerwear,Nylon Riciclato,957
SPC_PRD_0360,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,256
SPC_PRD_0361,SPC04,Outdoor,Outerwear,Lana Merino,1246
SPC_PRD_0362,SPC06,Denim,Denim Jeans,Denim Misto Elastan,772
SPC_PRD_0363,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,285
SPC_PRD_0364,SPC03,Heritage / Premium,Knitwear,Cotone Supima,400
SPC_PRD_0365,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,411
SPC_PRD_0366,SPC04,Outdoor,Outerwear,Nylon Riciclato,945
SPC_PRD_0367,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,284
SPC_PRD_0368,SPC05,Activewear,Sports Bras,Poliestere High-Performance,311
SPC_PRD_0369,SPC04,Outdoor,Hiking Pants,Lana Merino,822
SPC_PRD_0370,SPC05,Activewear,Sports Bras,Poliestere High-Performance,478
SPC_PRD_0371,SPC02,Teen Value Retail,Hoodies,Cotone Supima,437
SPC_PRD_0372,SPC03,Heritage / Premium,Knitwear,Lana Merino,899
SPC_PRD_0373,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,183
SPC_PRD_0374,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1193
SPC_PRD_0375,SPC06,Denim,Casual Shirts,Denim Misto Elastan,511
SPC_PRD_0376,SPC04,Outdoor,Hiking Pants,Lana Merino,781
SPC_PRD_0377,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,325
SPC_PRD_0378,SPC06,Denim,Casual Shirts,Denim Misto Elastan,796
SPC_PRD_0379,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,339
SPC_PRD_0380,SPC04,Outdoor,Fleece,Lana Merino,841
SPC_PRD_0381,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,264
SPC_PRD_0382,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,225
SPC_PRD_0383,SPC06,Denim,Denim Jeans,Denim Misto Elastan,627
SPC_PRD_0384,SPC04,Outdoor,Fleece,Lana Merino,1360
SPC_PRD_0385,SPC04,Outdoor,Fleece,Nylon Riciclato,881
SPC_PRD_0386,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,238
SPC_PRD_0387,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,154
SPC_PRD_0388,SPC03,Heritage / Premium,Knitwear,Lana Merino,469
SPC_PRD_0389,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,265
SPC_PRD_0390,SPC04,Outdoor,Fleece,Nylon Riciclato,1315
SPC_PRD_0391,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,689
SPC_PRD_0392,SPC06,Denim,Casual Shirts,Denim Misto Elastan,685
SPC_PRD_0393,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,493
SPC_PRD_0394,SPC03,Heritage / Premium,Knitwear,Lana Merino,1151
SPC_PRD_0395,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1049
SPC_PRD_0396,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,296
SPC_PRD_0397,SPC06,Denim,Casual Shirts,Denim Misto Elastan,734
SPC_PRD_0398,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,738
SPC_PRD_0399,SPC06,Denim,Denim Jeans,Denim Misto Elastan,603
SPC_PRD_0400,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,602
SPC_PRD_0401,SPC04,Outdoor,Outerwear,Nylon Riciclato,1463
SPC_PRD_0402,SPC04,Outdoor,Fleece,Nylon Riciclato,1316
SPC_PRD_0403,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,142
SPC_PRD_0404,SPC04,Outdoor,Outerwear,Lana Merino,1174
SPC_PRD_0405,SPC04,Outdoor,Fleece,Lana Merino,1416
SPC_PRD_0406,SPC05,Activewear,Sneakers,Poliestere High-Performance,416
SPC_PRD_0407,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,1196
SPC_PRD_0408,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,781
SPC_PRD_0409,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,470
SPC_PRD_0410,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,241
SPC_PRD_0411,SPC03,Heritage / Premium,Knitwear,Lana Merino,690
SPC_PRD_0412,SPC02,Teen Value Retail,Hoodies,Cotone Supima,249
SPC_PRD_0413,SPC05,Activewear,Sports Bras,Poliestere High-Performance,442
SPC_PRD_0414,SPC04,Outdoor,Fleece,Lana Merino,629
SPC_PRD_0415,SPC04,Outdoor,Outerwear,Nylon Riciclato,849
SPC_PRD_0416,SPC06,Denim,Denim Jeans,Denim Misto Elastan,651
SPC_PRD_0417,SPC05,Activewear,Sneakers,Poliestere High-Performance,500
SPC_PRD_0418,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,237
SPC_PRD_0419,SPC04,Outdoor,Fleece,Nylon Riciclato,695
SPC_PRD_0420,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,167
SPC_PRD_0421,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,1160
SPC_PRD_0422,SPC05,Activewear,Sports Bras,Poliestere High-Performance,374
SPC_PRD_0423,SPC05,Activewear,Sneakers,Poliestere High-Performance,567
SPC_PRD_0424,SPC03,Heritage / Premium,Knitwear,Lana Merino,1094
SPC_PRD_0425,SPC04,Outdoor,Hiking Pants,Lana Merino,1459
SPC_PRD_0426,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,219
SPC_PRD_0427,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,362
SPC_PRD_0428,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1363
SPC_PRD_0429,SPC06,Denim,Casual Shirts,Denim Misto Elastan,661
SPC_PRD_0430,SPC04,Outdoor,Outerwear,Lana Merino,964
SPC_PRD_0431,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,205
SPC_PRD_0432,SPC06,Denim,Casual Shirts,Denim Misto Elastan,803
SPC_PRD_0433,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,773
SPC_PRD_0434,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,863
SPC_PRD_0435,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,227
SPC_PRD_0436,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,682
SPC_PRD_0437,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,289
SPC_PRD_0438,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,317
SPC_PRD_0439,SPC03,Heritage / Premium,Knitwear,Lana Merino,960
SPC_PRD_0440,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,245
SPC_PRD_0441,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,161
SPC_PRD_0442,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,535
SPC_PRD_0443,SPC06,Denim,Denim Jeans,Denim Misto Elastan,822
SPC_PRD_0444,SPC03,Heritage / Premium,Knitwear,Cotone Supima,947
SPC_PRD_0445,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,216
SPC_PRD_0446,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,755
SPC_PRD_0447,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,316
SPC_PRD_0448,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,266
SPC_PRD_0449,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,584
SPC_PRD_0450,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,346
SPC_PRD_0451,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,384
SPC_PRD_0452,SPC04,Outdoor,Fleece,Nylon Riciclato,1336
SPC_PRD_0453,SPC03,Heritage / Premium,Knitwear,Cotone Supima,974
SPC_PRD_0454,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,594
SPC_PRD_0455,SPC04,Outdoor,Outerwear,Lana Merino,1346
SPC_PRD_0456,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,696
SPC_PRD_0457,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,283
SPC_PRD_0458,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,252
SPC_PRD_0459,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,1144
SPC_PRD_0460,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,188
SPC_PRD_0461,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,388
SPC_PRD_0462,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,390
SPC_PRD_0463,SPC03,Heritage / Premium,Knitwear,Lana Merino,333
SPC_PRD_0464,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,200
SPC_PRD_0465,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1286
SPC_PRD_0466,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,502
SPC_PRD_0467,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,140
SPC_PRD_0468,SPC03,Heritage / Premium,Knitwear,Cotone Supima,434
SPC_PRD_0469,SPC04,Outdoor,Fleece,Nylon Riciclato,894
SPC_PRD_0470,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,493
SPC_PRD_0471,SPC04,Outdoor,Fleece,Lana Merino,515
SPC_PRD_0472,SPC06,Denim,Casual Shirts,Denim Misto Elastan,869
SPC_PRD_0473,SPC04,Outdoor,Outerwear,Nylon Riciclato,967
SPC_PRD_0474,SPC06,Denim,Denim Jeans,Denim Misto Elastan,766
SPC_PRD_0475,SPC04,Outdoor,Hiking Pants,Lana Merino,628
SPC_PRD_0476,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,370
SPC_PRD_0477,SPC05,Activewear,Sports Bras,Poliestere High-Performance,232
SPC_PRD_0478,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,100
SPC_PRD_0479,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,268
SPC_PRD_0480,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,717
SPC_PRD_0481,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,101
SPC_PRD_0482,SPC06,Denim,Denim Jeans,Denim Misto Elastan,811
SPC_PRD_0483,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,216
SPC_PRD_0484,SPC04,Outdoor,Outerwear,Lana Merino,1209
SPC_PRD_0485,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,391
SPC_PRD_0486,SPC06,Denim,Casual Shirts,Denim Misto Elastan,830
SPC_PRD_0487,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1123
SPC_PRD_0488,SPC06,Denim,Denim Jeans,Denim Misto Elastan,762
SPC_PRD_0489,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,179
SPC_PRD_0490,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,493
SPC_PRD_0491,SPC06,Denim,Denim Jeans,Denim Misto Elastan,680
SPC_PRD_0492,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,454
SPC_PRD_0493,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,492
SPC_PRD_0494,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,165
SPC_PRD_0495,SPC05,Activewear,Sneakers,Poliestere High-Performance,731
SPC_PRD_0496,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,1067
SPC_PRD_0497,SPC03,Heritage / Premium,Knitwear,Cotone Supima,770
SPC_PRD_0498,SPC04,Outdoor,Hiking Pants,Lana Merino,964
SPC_PRD_0499,SPC06,Denim,Denim Jeans,Denim Misto Elastan,744
SPC_PRD_0500,SPC03,Heritage / Premium,Knitwear,Lana Merino,1021
SPC_PRD_0501,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,587
SPC_PRD_0502,SPC06,Denim,Casual Shirts,Denim Misto Elastan,544
SPC_PRD_0503,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,185
SPC_PRD_0504,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1005
SPC_PRD_0505,SPC06,Denim,Casual Shirts,Denim Misto Elastan,817
SPC_PRD_0506,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,509
SPC_PRD_0507,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,316
SPC_PRD_0508,SPC06,Denim,Denim Jeans,Denim Misto Elastan,536
SPC_PRD_0509,SPC03,Heritage / Premium,Knitwear,Cotone Supima,794
SPC_PRD_0510,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,517
SPC_PRD_0511,SPC04,Outdoor,Fleece,Lana Merino,1286
SPC_PRD_0512,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,560
SPC_PRD_0513,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,853
SPC_PRD_0514,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,110
SPC_PRD_0515,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,896
SPC_PRD_0516,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,1100
SPC_PRD_0517,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,234
SPC_PRD_0518,SPC05,Activewear,Sneakers,Poliestere High-Performance,694
SPC_PRD_0519,SPC06,Denim,Casual Shirts,Denim Misto Elastan,502
SPC_PRD_0520,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,349
SPC_PRD_0521,SPC05,Activewear,Sports Bras,Poliestere High-Performance,700
SPC_PRD_0522,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,435
SPC_PRD_0523,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,336
SPC_PRD_0524,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,162
SPC_PRD_0525,SPC05,Activewear,Sports Bras,Poliestere High-Performance,234
SPC_PRD_0526,SPC04,Outdoor,Fleece,Lana Merino,863
SPC_PRD_0527,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1048
SPC_PRD_0528,SPC06,Denim,Denim Jeans,Denim Misto Elastan,881
SPC_PRD_0529,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,552
SPC_PRD_0530,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,464
SPC_PRD_0531,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,588
SPC_PRD_0532,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,259
SPC_PRD_0533,SPC06,Denim,Denim Jeans,Denim Misto Elastan,627
SPC_PRD_0534,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,359
SPC_PRD_0535,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,798
SPC_PRD_0536,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,183
SPC_PRD_0537,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,668
SPC_PRD_0538,SPC05,Activewear,Sneakers,Poliestere High-Performance,601
SPC_PRD_0539,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,1007
SPC_PRD_0540,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,844
SPC_PRD_0541,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,361
SPC_PRD_0542,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,526
SPC_PRD_0543,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,248
SPC_PRD_0544,SPC04,Outdoor,Fleece,Lana Merino,1073
SPC_PRD_0545,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,449
SPC_PRD_0546,SPC05,Activewear,Sneakers,Poliestere High-Performance,150
SPC_PRD_0547,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,769
SPC_PRD_0548,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,587
SPC_PRD_0549,SPC04,Outdoor,Fleece,Nylon Riciclato,1437
SPC_PRD_0550,SPC05,Activewear,Sports Bras,Poliestere High-Performance,284
SPC_PRD_0551,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,215
SPC_PRD_0552,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,173
SPC_PRD_0553,SPC02,Teen Value Retail,Hoodies,Cotone Supima,389
SPC_PRD_0554,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,155
SPC_PRD_0555,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,376
SPC_PRD_0556,SPC05,Activewear,Sports Bras,Poliestere High-Performance,546
SPC_PRD_0557,SPC03,Heritage / Premium,Knitwear,Cotone Supima,863
SPC_PRD_0558,SPC05,Activewear,Sports Bras,Poliestere High-Performance,420
SPC_PRD_0559,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,507
SPC_PRD_0560,SPC04,Outdoor,Outerwear,Nylon Riciclato,1293
SPC_PRD_0561,SPC06,Denim,Denim Jeans,Denim Misto Elastan,827
SPC_PRD_0562,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,1014
SPC_PRD_0563,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,107
SPC_PRD_0564,SPC05,Activewear,Sneakers,Poliestere High-Performance,745
SPC_PRD_0565,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,943
SPC_PRD_0566,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1089
SPC_PRD_0567,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,499
SPC_PRD_0568,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,118
SPC_PRD_0569,SPC03,Heritage / Premium,Knitwear,Lana Merino,834
SPC_PRD_0570,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,114
SPC_PRD_0571,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,539
SPC_PRD_0572,SPC03,Heritage / Premium,Knitwear,Cotone Supima,1051
SPC_PRD_0573,SPC03,Heritage / Premium,Knitwear,Lana Merino,534
SPC_PRD_0574,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,155
SPC_PRD_0575,SPC04,Outdoor,Fleece,Lana Merino,757
SPC_PRD_0576,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,171
SPC_PRD_0577,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,247
SPC_PRD_0578,SPC05,Activewear,Sports Bras,Poliestere High-Performance,259
SPC_PRD_0579,SPC03,Heritage / Premium,Knitwear,Lana Merino,392
SPC_PRD_0580,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,139
SPC_PRD_0581,SPC05,Activewear,Sports Bras,Poliestere High-Performance,663
SPC_PRD_0582,SPC02,Teen Value Retail,Hoodies,Cotone Supima,264
SPC_PRD_0583,SPC03,Heritage / Premium,Dress Shirts,Cotone Supima,763
SPC_PRD_0584,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,840
SPC_PRD_0585,SPC01,Fast Fashion,Party Dresses,Denim Misto Elastan,204
SPC_PRD_0586,SPC05,Activewear,Sports Bras,Poliestere High-Performance,460
SPC_PRD_0587,SPC06,Denim,Casual Shirts,Denim Misto Elastan,529
SPC_PRD_0588,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,741
SPC_PRD_0589,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,206
SPC_PRD_0590,SPC04,Outdoor,Fleece,Nylon Riciclato,754
SPC_PRD_0591,SPC05,Activewear,Sports Bras,Poliestere High-Performance,545
SPC_PRD_0592,SPC05,Activewear,Sports Bras,Poliestere High-Performance,209
SPC_PRD_0593,SPC06,Denim,Denim Jeans,Denim Misto Elastan,832
SPC_PRD_0594,SPC04,Outdoor,Outerwear,Lana Merino,1048
SPC_PRD_0595,SPC03,Heritage / Premium,Knitwear,Cotone Supima,1015
SPC_PRD_0596,SPC06,Denim,Casual Shirts,Denim Misto Elastan,758
SPC_PRD_0597,SPC06,Denim,Casual Shirts,Denim Misto Elastan,875
SPC_PRD_0598,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,260
SPC_PRD_0599,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,642
SPC_PRD_0600,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,517
SPC_PRD_0601,SPC06,Denim,Denim Jeans,Denim Misto Elastan,726
SPC_PRD_0602,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,544
SPC_PRD_0603,SPC06,Denim,Casual Shirts,Denim Misto Elastan,719
SPC_PRD_0604,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,727
SPC_PRD_0605,SPC03,Heritage / Premium,Suits & Tailoring,Lana Merino,454
SPC_PRD_0606,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,149
SPC_PRD_0607,SPC04,Outdoor,Outerwear,Lana Merino,668
SPC_PRD_0608,SPC06,Denim,Casual Shirts,Denim Misto Elastan,851
SPC_PRD_0609,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,161
SPC_PRD_0610,SPC04,Outdoor,Outerwear,Lana Merino,1018
SPC_PRD_0611,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,106
SPC_PRD_0612,SPC02,Teen Value Retail,Hoodies,Cotone Supima,213
SPC_PRD_0613,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,591
SPC_PRD_0614,SPC06,Denim,Denim Jeans,Denim Misto Elastan,766
SPC_PRD_0615,SPC02,Teen Value Retail,Basic Tees,Cotone Supima,596
SPC_PRD_0616,SPC06,Denim,Casual Shirts,Denim Misto Elastan,692
SPC_PRD_0617,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,265
SPC_PRD_0618,SPC02,Teen Value Retail,Hoodies,Cotone Supima,348
SPC_PRD_0619,SPC05,Activewear,Sports Bras,Poliestere High-Performance,502
SPC_PRD_0620,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,134
SPC_PRD_0621,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,272
SPC_PRD_0622,SPC03,Heritage / Premium,Suits & Tailoring,Cotone Supima,564
SPC_PRD_0623,SPC06,Denim,Denim Jeans,Denim Misto Elastan,691
SPC_PRD_0624,SPC05,Activewear,Sneakers,Poliestere High-Performance,421
SPC_PRD_0625,SPC04,Outdoor,Outerwear,Lana Merino,1056
SPC_PRD_0626,SPC06,Denim,Casual Shirts,Denim Misto Elastan,712
SPC_PRD_0627,SPC04,Outdoor,Outerwear,Nylon Riciclato,809
SPC_PRD_0628,SPC02,Teen Value Retail,Hoodies,Acrilico Economico,299
SPC_PRD_0629,SPC02,Teen Value Retail,Polo Shirts,Acrilico Economico,503
SPC_PRD_0630,SPC05,Activewear,Sports Bras,Poliestere High-Performance,259
SPC_PRD_0631,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,930
SPC_PRD_0632,SPC06,Denim,Denim Jeans,Denim Misto Elastan,752
SPC_PRD_0633,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,144
SPC_PRD_0634,SPC06,Denim,Denim Jeans,Denim Misto Elastan,539
SPC_PRD_0635,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,600
SPC_PRD_0636,SPC02,Teen Value Retail,Hoodies,Cotone Supima,279
SPC_PRD_0637,SPC06,Denim,Denim Jeans,Denim Misto Elastan,670
SPC_PRD_0638,SPC04,Outdoor,Outerwear,Nylon Riciclato,778
SPC_PRD_0639,SPC04,Outdoor,Hiking Pants,Lana Merino,1341
SPC_PRD_0640,SPC01,Fast Fashion,Crop Tops,Acrilico Economico,103
SPC_PRD_0641,SPC02,Teen Value Retail,Polo Shirts,Cotone Supima,304
SPC_PRD_0642,SPC06,Denim,Denim Jeans,Denim Misto Elastan,817
SPC_PRD_0643,SPC03,Heritage / Premium,Knitwear,Cotone Supima,751
SPC_PRD_0644,SPC06,Denim,Denim Jeans,Denim Misto Elastan,794
SPC_PRD_0645,SPC06,Denim,Denim Jeans,Denim Misto Elastan,694
SPC_PRD_0646,SPC01,Fast Fashion,Graphic Tees,Acrilico Economico,184
SPC_PRD_0647,SPC01,Fast Fashion,Party Dresses,Acrilico Economico,216
SPC_PRD_0648,SPC03,Heritage / Premium,Dress Shirts,Lana Merino,1108
SPC_PRD_0649,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,276
SPC_PRD_0650,SPC04,Outdoor,Outerwear,Nylon Riciclato,1198
SPC_PRD_0651,SPC01,Fast Fashion,Graphic Tees,Denim Misto Elastan,268
SPC_PRD_0652,SPC05,Activewear,Sneakers,Poliestere High-Performance,713
SPC_PRD_0653,SPC06,Denim,Denim Jeans,Denim Misto Elastan,614
SPC_PRD_0654,SPC05,Activewear,Sneakers,Poliestere High-Performance,615
SPC_PRD_0655,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,420
SPC_PRD_0656,SPC06,Denim,Denim Jeans,Denim Misto Elastan,648
SPC_PRD_0657,SPC04,Outdoor,Fleece,Lana Merino,520
SPC_PRD_0658,SPC04,Outdoor,Fleece,Lana Merino,1171
SPC_PRD_0659,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,729
SPC_PRD_0660,SPC04,Outdoor,Outerwear,Nylon Riciclato,554
SPC_PRD_0661,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,511
SPC_PRD_0662,SPC05,Activewear,Sports Bras,Poliestere High-Performance,194
SPC_PRD_0663,SPC04,Outdoor,Fleece,Nylon Riciclato,1423
SPC_PRD_0664,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,604
SPC_PRD_0665,SPC04,Outdoor,Hiking Pants,Nylon Riciclato,1155
SPC_PRD_0666,SPC02,Teen Value Retail,Basic Tees,Acrilico Economico,326
SPC_PRD_0667,SPC06,Denim,Casual Shirts,Denim Misto Elastan,847
SPC_PRD_0668,SPC01,Fast Fashion,Crop Tops,Denim Misto Elastan,107
SPC_PRD_0669,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,664
SPC_PRD_0670,SPC05,Activewear,Activewear Sets,Poliestere High-Performance,651
